rank,breed_id,breed_name,type,loading
1,266,Domestic Short Hair,Cat,0.654737
2,307,Mixed Breed,Dog,0.418222
3,117,Hound,Dog,0.001039
4,26,Belgian Shepherd Malinois,Dog,0.001033
5,239,Yellow Labrador Retriever,Dog,0.000828
6,202,Shepherd,Dog,0.000294
7,256,Chartreux,Cat,0.000255
8,302,Torbie,Cat,0.000195
9,224,Toy Fox Terrier,Dog,0.00019
10,32,Black Mouth Cur,Dog,0.00019
11,15,Australian Kelpie,Dog,0.000159
12,187,Retriever,Dog,0.000141
13,14,Australian Cattle Dog/Blue Heeler,Dog,0.000127
14,197,Scottish Terrier Scottie,Dog,0.000127
15,176,Pointer,Dog,0.000127
16,88,English Springer Spaniel,Dog,0.000127
17,71,Coonhound,Dog,0.000127
18,102,German Pinscher,Dog,9.4e-05
19,31,Black Labrador Retriever,Dog,9.2e-05
20,64,Chocolate Labrador Retriever,Dog,6.3e-05
21,36,Bluetick Coonhound,Dog,6.3e-05
22,40,Border Terrier,Dog,6.3e-05
23,123,Irish Terrier,Dog,6.3e-05
24,104,German Shorthaired Pointer,Dog,6.3e-05
25,210,Smooth Fox Terrier,Dog,6.3e-05
26,81,Dutch Shepherd,Dog,6.3e-05
27,85,English Pointer,Dog,6.3e-05
28,93,Field Spaniel,Dog,6.3e-05
29,203,Shetland Sheepdog Sheltie,Dog,4.8e-05
30,269,Extra-Toes Cat (Hemingway Polydactyl),Cat,3.7e-05
31,9,American Hairless Terrier,Dog,0.0
32,118,Hovawart,Dog,0.0
33,120,Ibizan Hound,Dog,0.0
34,116,Havanese,Dog,0.0
35,121,Illyrian Sheepdog,Dog,0.0
36,194,Schipperke,Dog,0.0
37,196,Scottish Deerhound,Dog,0.0
38,106,German Wirehaired Pointer,Dog,0.0
39,198,Sealyham Terrier,Dog,0.0
40,113,Greater Swiss Mountain Dog,Dog,0.0
41,112,Great Pyrenees,Dog,0.0
42,110,Gordon Setter,Dog,0.0
43,107,Giant Schnauzer,Dog,0.0
44,193,Sarplaninac,Dog,0.0
45,208,Skye Terrier,Dog,0.0
46,101,Galgo Spanish Greyhound,Dog,0.0
47,209,Sloughi,Dog,0.0
48,211,South Russian Ovtcharka,Dog,0.0
49,95,Finnish Lapphund,Dog,0.0
50,94,Fila Brasileiro,Dog,0.0
51,92,Feist,Dog,0.0
52,124,Irish Water Spaniel,Dog,0.0
53,134,Keeshond,Dog,0.0
54,126,Italian Greyhound,Dog,0.0
55,127,Italian Spinone,Dog,0.0
56,151,McNab,Dog,0.0
57,175,Podengo Portugueso,Dog,0.0
58,153,Mountain Cur,Dog,0.0
59,174,Plott Hound,Dog,0.0
60,172,Pharaoh Hound,Dog,0.0
61,156,Neapolitan Mastiff,Dog,0.0
62,157,New Guinea Singing Dog,Dog,0.0
63,158,Newfoundland Dog,Dog,0.0
64,171,Petit Basset Griffon Vendeen,Dog,0.0
65,160,Norwegian Buhund,Dog,0.0
66,161,Norwegian Elkhound,Dog,0.0
67,162,Norwegian Lundehund,Dog,0.0
68,163,Norwich Terrier,Dog,0.0
69,164,Nova Scotia Duck-Tolling Retriever,Dog,0.0
70,170,Peruvian Inca Orchid,Dog,0.0
71,149,Maremma Sheepdog,Dog,0.0
72,177,Polish Lowland Sheepdog,Dog,0.0
73,180,Portuguese Water Dog,Dog,0.0
74,136,Kishu,Dog,0.0
75,191,Saluki,Dog,0.0
76,131,Jindo,Dog,0.0
77,186,Redbone Coonhound,Dog,0.0
78,133,Karelian Bear Dog,Dog,0.0
79,90,Entlebucher,Dog,0.0
80,135,Kerry Blue Terrier,Dog,0.0
