rank,breed_id,breed_name,type,loading
1,299,Tabby,Cat,0.895672
2,265,Domestic Medium Hair,Cat,0.058263
3,307,Mixed Breed,Dog,0.054149
4,266,Domestic Short Hair,Cat,0.031455
5,300,Tiger,Cat,0.003307
6,286,Pixie-Bob,Cat,0.0019
7,252,Burmese,Cat,0.00132
8,294,Silver,Cat,0.001315
9,277,Manx,Cat,0.00109
10,239,Yellow Labrador Retriever,Dog,0.000176
11,32,Black Mouth Cur,Dog,4e-05
12,224,Toy Fox Terrier,Dog,4e-05
13,14,Australian Cattle Dog/Blue Heeler,Dog,2.6e-05
14,71,Coonhound,Dog,2.6e-05
15,88,English Springer Spaniel,Dog,2.6e-05
16,176,Pointer,Dog,2.6e-05
17,197,Scottish Terrier Scottie,Dog,2.6e-05
18,123,Irish Terrier,Dog,1.3e-05
19,40,Border Terrier,Dog,1.3e-05
20,36,Bluetick Coonhound,Dog,1.3e-05
21,64,Chocolate Labrador Retriever,Dog,1.3e-05
22,210,Smooth Fox Terrier,Dog,1.3e-05
23,81,Dutch Shepherd,Dog,1.3e-05
24,93,Field Spaniel,Dog,1.3e-05
25,85,English Pointer,Dog,1.3e-05
26,104,German Shorthaired Pointer,Dog,1.3e-05
27,9,American Hairless Terrier,Dog,0.0
28,8,American Eskimo Dog,Dog,0.0
29,13,Appenzell Mountain Dog,Dog,0.0
30,22,Beauceron,Dog,0.0
31,27,Belgian Shepherd Tervuren,Dog,0.0
32,28,Bernese Mountain Dog,Dog,0.0
33,35,Blue Lacy,Dog,0.0
34,124,Irish Water Spaniel,Dog,-0.0
35,184,Pumi,Dog,-0.0
36,113,Greater Swiss Mountain Dog,Dog,-0.0
37,120,Ibizan Hound,Dog,-0.0
38,186,Redbone Coonhound,Dog,-0.0
39,183,Puli,Dog,-0.0
40,118,Hovawart,Dog,-0.0
41,116,Havanese,Dog,-0.0
42,191,Saluki,Dog,-0.0
43,193,Sarplaninac,Dog,-0.0
44,121,Illyrian Sheepdog,Dog,-0.0
45,107,Giant Schnauzer,Dog,-0.0
46,112,Great Pyrenees,Dog,-0.0
47,194,Schipperke,Dog,-0.0
48,110,Gordon Setter,Dog,-0.0
49,196,Scottish Deerhound,Dog,-0.0
50,127,Italian Spinone,Dog,-0.0
51,106,German Wirehaired Pointer,Dog,-0.0
52,198,Sealyham Terrier,Dog,-0.0
53,101,Galgo Spanish Greyhound,Dog,-0.0
54,208,Skye Terrier,Dog,-0.0
55,209,Sloughi,Dog,-0.0
56,95,Finnish Lapphund,Dog,-0.0
57,94,Fila Brasileiro,Dog,-0.0
58,126,Italian Greyhound,Dog,-0.0
59,255,Canadian Hairless,Cat,-0.0
60,181,Presa Canario,Dog,-0.0
61,91,Eskimo Dog,Dog,-0.0
62,162,Norwegian Lundehund,Dog,-0.0
63,158,Newfoundland Dog,Dog,-0.0
64,157,New Guinea Singing Dog,Dog,-0.0
65,156,Neapolitan Mastiff,Dog,-0.0
66,163,Norwich Terrier,Dog,-0.0
67,164,Nova Scotia Duck-Tolling Retriever,Dog,-0.0
68,153,Mountain Cur,Dog,-0.0
