rank,breed_id,breed_name,type,loading
1,218,Terrier,Dog,0.94062
2,141,Labrador Retriever,Dog,0.198806
3,285,Persian,Cat,0.147228
4,292,Siamese,Cat,0.081729
5,299,Tabby,Cat,0.074121
6,266,Domestic Short Hair,Cat,0.055295
7,264,Domestic Long Hair,Cat,0.053344
8,265,Domestic Medium Hair,Cat,0.051285
9,307,Mixed Breed,Dog,0.038227
10,147,Maltese,Dog,0.009755
11,201,Sheep Dog,Dog,0.007155
12,75,Dachshund,Dog,0.00435
13,39,Border Collie,Dog,0.00397
14,2,Afghan Hound,Dog,0.003744
15,17,Australian Terrier,Dog,0.003331
16,58,Cavalier King Charles Spaniel,Dog,0.00327
17,97,Flat-coated Retriever,Dog,0.002798
18,237,Wirehaired Terrier,Dog,0.002798
19,44,Boxer,Dog,0.002018
20,72,Corgi,Dog,0.001308
21,192,Samoyed,Dog,0.000788
22,115,Harrier,Dog,0.000594
23,199,Setter,Dog,0.000507
24,291,Selkirk Rex,Cat,0.000374
25,274,Korat,Cat,0.000261
26,276,Maine Coon,Cat,0.000121
27,263,Dilute Tortoiseshell,Cat,8.4e-05
28,227,Weimaraner,Dog,7.9e-05
29,302,Torbie,Cat,6.5e-05
30,286,Pixie-Bob,Cat,6.4e-05
31,13,Appenzell Mountain Dog,Dog,0.0
32,22,Beauceron,Dog,0.0
33,28,Bernese Mountain Dog,Dog,0.0
34,30,Black and Tan Coonhound,Dog,0.0
35,33,Black Russian Terrier,Dog,0.0
36,118,Hovawart,Dog,0.0
37,221,Tibetan Spaniel,Dog,0.0
38,222,Tibetan Terrier,Dog,0.0
39,121,Illyrian Sheepdog,Dog,0.0
40,120,Ibizan Hound,Dog,0.0
41,170,Peruvian Inca Orchid,Dog,0.0
42,198,Sealyham Terrier,Dog,0.0
43,124,Irish Water Spaniel,Dog,0.0
44,126,Italian Greyhound,Dog,0.0
45,127,Italian Spinone,Dog,0.0
46,196,Scottish Deerhound,Dog,0.0
47,174,Plott Hound,Dog,0.0
48,101,Galgo Spanish Greyhound,Dog,0.0
49,116,Havanese,Dog,0.0
50,220,Tibetan Mastiff,Dog,0.0
51,208,Skye Terrier,Dog,0.0
52,113,Greater Swiss Mountain Dog,Dog,0.0
53,194,Schipperke,Dog,0.0
54,209,Sloughi,Dog,0.0
55,110,Gordon Setter,Dog,0.0
56,211,South Russian Ovtcharka,Dog,0.0
57,107,Giant Schnauzer,Dog,0.0
58,106,German Wirehaired Pointer,Dog,0.0
59,216,Sussex Spaniel,Dog,0.0
60,219,Thai Ridgeback,Dog,0.0
61,112,Great Pyrenees,Dog,0.0
62,135,Kerry Blue Terrier,Dog,0.0
63,131,Jindo,Dog,0.0
64,193,Sarplaninac,Dog,0.0
65,161,Norwegian Elkhound,Dog,0.0
66,163,Norwich Terrier,Dog,0.0
67,164,Nova Scotia Duck-Tolling Retriever,Dog,0.0
68,160,Norwegian Buhund,Dog,0.0
69,158,Newfoundland Dog,Dog,0.0
70,157,New Guinea Singing Dog,Dog,0.0
