rank,breed_id,breed_name,type,loading
1,285,Persian,Cat,0.91093
2,141,Labrador Retriever,Dog,0.06735
3,276,Maine Coon,Cat,0.045864
4,299,Tabby,Cat,0.032898
5,247,Bengal,Cat,0.023124
6,307,Mixed Breed,Dog,0.01368
7,288,Ragdoll,Cat,0.013257
8,251,British Shorthair,Cat,0.008958
9,254,Calico,Cat,0.008195
10,282,Oriental Long Hair,Cat,0.007226
11,266,Domestic Short Hair,Cat,0.007203
12,303,Tortoiseshell,Cat,0.005769
13,274,Korat,Cat,0.005482
14,291,Selkirk Rex,Cat,0.003378
15,250,Bombay,Cat,0.002905
16,268,Exotic Shorthair,Cat,0.002779
17,271,Himalayan,Cat,0.00211
18,263,Dilute Tortoiseshell,Cat,0.002008
19,248,Birman,Cat,0.001924
20,192,Samoyed,Dog,0.000454
21,199,Setter,Dog,0.00022
22,187,Retriever,Dog,0.000211
23,115,Harrier,Dog,0.00021
24,227,Weimaraner,Dog,0.000197
25,239,Yellow Labrador Retriever,Dog,0.000118
26,286,Pixie-Bob,Cat,8.1e-05
27,117,Hound,Dog,5.7e-05
28,32,Black Mouth Cur,Dog,2.6e-05
29,224,Toy Fox Terrier,Dog,2.6e-05
30,71,Coonhound,Dog,1.7e-05
31,197,Scottish Terrier Scottie,Dog,1.7e-05
32,176,Pointer,Dog,1.7e-05
33,88,English Springer Spaniel,Dog,1.7e-05
34,14,Australian Cattle Dog/Blue Heeler,Dog,1.7e-05
35,104,German Shorthaired Pointer,Dog,9e-06
36,36,Bluetick Coonhound,Dog,9e-06
37,40,Border Terrier,Dog,9e-06
38,123,Irish Terrier,Dog,9e-06
39,64,Chocolate Labrador Retriever,Dog,9e-06
40,81,Dutch Shepherd,Dog,9e-06
41,210,Smooth Fox Terrier,Dog,9e-06
42,85,English Pointer,Dog,9e-06
43,93,Field Spaniel,Dog,9e-06
44,9,American Hairless Terrier,Dog,0.0
45,12,Anatolian Shepherd,Dog,0.0
46,8,American Eskimo Dog,Dog,0.0
47,6,Alaskan Malamute,Dog,0.0
48,27,Belgian Shepherd Tervuren,Dog,0.0
49,30,Black and Tan Coonhound,Dog,0.0
50,33,Black Russian Terrier,Dog,0.0
51,35,Blue Lacy,Dog,0.0
52,121,Illyrian Sheepdog,Dog,-0.0
53,124,Irish Water Spaniel,Dog,-0.0
54,138,Komondor,Dog,-0.0
55,110,Gordon Setter,Dog,-0.0
56,137,Klee Kai,Dog,-0.0
57,136,Kishu,Dog,-0.0
58,135,Kerry Blue Terrier,Dog,-0.0
59,134,Keeshond,Dog,-0.0
60,216,Sussex Spaniel,Dog,-0.0
61,112,Great Pyrenees,Dog,-0.0
62,113,Greater Swiss Mountain Dog,Dog,-0.0
63,133,Karelian Bear Dog,Dog,-0.0
64,116,Havanese,Dog,-0.0
65,131,Jindo,Dog,-0.0
66,118,Hovawart,Dog,-0.0
67,211,South Russian Ovtcharka,Dog,-0.0
68,120,Ibizan Hound,Dog,-0.0
69,208,Skye Terrier,Dog,-0.0
70,127,Italian Spinone,Dog,-0.0
71,126,Italian Greyhound,Dog,-0.0
72,198,Sealyham Terrier,Dog,-0.0
73,209,Sloughi,Dog,-0.0
74,34,Bloodhound,Dog,-0.0
75,140,Kyi Leo,Dog,-0.0
76,161,Norwegian Elkhound,Dog,-0.0
77,174,Plott Hound,Dog,-0.0
78,177,Polish Lowland Sheepdog,Dog,-0.0
79,172,Pharaoh Hound,Dog,-0.0
80,171,Petit Basset Griffon Vendeen,Dog,-0.0
81,170,Peruvian Inca Orchid,Dog,-0.0
82,180,Portuguese Water Dog,Dog,-0.0
83,168,Patterdale Terrier (Fell Terrier),Dog,-0.0
84,181,Presa Canario,Dog,-0.0
85,166,Otterhound,Dog,-0.0
86,183,Puli,Dog,-0.0
87,164,Nova Scotia Duck-Tolling Retriever,Dog,-0.0
88,163,Norwich Terrier,Dog,-0.0
89,162,Norwegian Lundehund,Dog,-0.0
90,160,Norwegian Buhund,Dog,-0.0
91,142,Lakeland Terrier,Dog,-0.0
92,184,Pumi,Dog,-0.0
93,158,Newfoundland Dog,Dog,-0.0
94,157,New Guinea Singing Dog,Dog,-0.0
95,156,Neapolitan Mastiff,Dog,-0.0
96,186,Redbone Coonhound,Dog,-0.0
97,153,Mountain Cur,Dog,-0.0
98,191,Saluki,Dog,-0.0
99,151,McNab,Dog,-0.0
100,149,Maremma Sheepdog,Dog,-0.0
101,193,Sarplaninac,Dog,-0.0
102,194,Schipperke,Dog,-0.0
103,196,Scottish Deerhound,Dog,-0.0
104,107,Giant Schnauzer,Dog,-0.0
105,144,Leonberger,Dog,-0.0
106,219,Thai Ridgeback,Dog,-0.0
107,106,German Wirehaired Pointer,Dog,-0.0
108,230,Welsh Terrier,Dog,-0.0
109,235,Wire Fox Terrier,Dog,-0.0
110,236,Wire-haired Pointing Griffon,Dog,-0.0
111,238,Xoloitzcuintle/Mexican Hairless,Dog,-0.0
112,68,Cockapoo,Dog,-0.0
113,67,Clumber Spaniel,Dog,-0.0
114,66,Cirneco dell'Etna,Dog,-0.0
115,63,Chinook,Dog,-0.0
116,62,Chinese Foo Dog,Dog,-0.0
117,59,Chesapeake Bay Retriever,Dog,-0.0
118,57,Caucasian Sheepdog (Caucasian Ovtcharka),Dog,-0.0
119,261,Devon Rex,Cat,-0.0
120,55,Catahoula Leopard Dog,Dog,-0.0
121,54,Carolina Dog,Dog,-0.0
122,53,Cane Corso Mastiff,Dog,-0.0
123,52,Canaan Dog,Dog,-0.0
124,51,Cairn Terrier,Dog,-0.0
125,255,Canadian Hairless,Cat,-0.0
126,48,Brussels Griffon,Dog,-0.0
127,47,Brittany Spaniel,Dog,-0.0
128,46,Briard,Dog,-0.0
129,45,Boykin Spaniel,Dog,-0.0
130,258,Chinchilla,Cat,-0.0
131,43,Bouvier des Flanders,Dog,-0.0
132,259,Cornish Rex,Cat,-0.0
133,41,Borzoi,Dog,-0.0
134,38,Bolognese,Dog,-0.0
135,37,Boerboel,Dog,-0.0
136,74,Curly-Coated Retriever,Dog,-0.0
137,73,Coton de Tulear,Dog,-0.0
138,77,Dandi Dinmont Terrier,Dog,-0.0
139,86,English Setter,Dog,-0.0
140,220,Tibetan Mastiff,Dog,-0.0
141,221,Tibetan Spaniel,Dog,-0.0
142,101,Galgo Spanish Greyhound,Dog,-0.0
143,222,Tibetan Terrier,Dog,-0.0
144,223,Tosa Inu,Dog,-0.0
145,225,Treeing Walker Coonhound,Dog,-0.0
146,95,Finnish Lapphund,Dog,-0.0
147,94,Fila Brasileiro,Dog,-0.0
