rank,breed_id,breed_name,type,loading
1,265,Domestic Medium Hair,Cat,0.756098
2,266,Domestic Short Hair,Cat,0.395545
3,307,Mixed Breed,Dog,0.381438
4,239,Yellow Labrador Retriever,Dog,0.000819
5,278,Munchkin,Cat,0.000408
6,117,Hound,Dog,0.000323
7,32,Black Mouth Cur,Dog,0.000187
8,224,Toy Fox Terrier,Dog,0.000187
9,197,Scottish Terrier Scottie,Dog,0.000124
10,88,English Springer Spaniel,Dog,0.000124
11,14,Australian Cattle Dog/Blue Heeler,Dog,0.000124
12,176,Pointer,Dog,0.000124
13,71,Coonhound,Dog,0.000124
14,104,German Shorthaired Pointer,Dog,6.2e-05
15,40,Border Terrier,Dog,6.2e-05
16,36,Bluetick Coonhound,Dog,6.2e-05
17,123,Irish Terrier,Dog,6.2e-05
18,64,Chocolate Labrador Retriever,Dog,6.2e-05
19,210,Smooth Fox Terrier,Dog,6.2e-05
20,85,English Pointer,Dog,6.2e-05
21,93,Field Spaniel,Dog,6.2e-05
22,81,Dutch Shepherd,Dog,6.2e-05
23,202,Shepherd,Dog,8e-06
24,6,Alaskan Malamute,Dog,0.0
25,12,Anatolian Shepherd,Dog,0.0
26,13,Appenzell Mountain Dog,Dog,0.0
27,22,Beauceron,Dog,0.0
28,28,Bernese Mountain Dog,Dog,0.0
29,30,Black and Tan Coonhound,Dog,0.0
30,33,Black Russian Terrier,Dog,0.0
31,34,Bloodhound,Dog,0.0
32,37,Boerboel,Dog,0.0
33,110,Gordon Setter,Dog,0.0
34,112,Great Pyrenees,Dog,0.0
35,186,Redbone Coonhound,Dog,0.0
36,107,Giant Schnauzer,Dog,0.0
37,113,Greater Swiss Mountain Dog,Dog,0.0
38,184,Pumi,Dog,0.0
39,183,Puli,Dog,0.0
40,116,Havanese,Dog,0.0
41,191,Saluki,Dog,0.0
42,163,Norwich Terrier,Dog,0.0
43,106,German Wirehaired Pointer,Dog,0.0
44,193,Sarplaninac,Dog,0.0
45,194,Schipperke,Dog,0.0
46,161,Norwegian Elkhound,Dog,0.0
47,196,Scottish Deerhound,Dog,0.0
48,101,Galgo Spanish Greyhound,Dog,0.0
49,156,Neapolitan Mastiff,Dog,0.0
50,198,Sealyham Terrier,Dog,0.0
51,95,Finnish Lapphund,Dog,0.0
52,94,Fila Brasileiro,Dog,0.0
53,92,Feist,Dog,0.0
54,91,Eskimo Dog,Dog,0.0
55,90,Entlebucher,Dog,0.0
56,160,Norwegian Buhund,Dog,0.0
57,124,Irish Water Spaniel,Dog,0.0
58,118,Hovawart,Dog,0.0
59,137,Klee Kai,Dog,0.0
60,149,Maremma Sheepdog,Dog,0.0
61,164,Nova Scotia Duck-Tolling Retriever,Dog,0.0
62,166,Otterhound,Dog,0.0
63,151,McNab,Dog,0.0
64,162,Norwegian Lundehund,Dog,0.0
65,144,Leonberger,Dog,0.0
66,168,Patterdale Terrier (Fell Terrier),Dog,0.0
67,142,Lakeland Terrier,Dog,0.0
68,170,Peruvian Inca Orchid,Dog,0.0
69,153,Mountain Cur,Dog,0.0
70,140,Kyi Leo,Dog,0.0
71,171,Petit Basset Griffon Vendeen,Dog,0.0
72,138,Komondor,Dog,0.0
73,136,Kishu,Dog,0.0
74,181,Presa Canario,Dog,0.0
75,135,Kerry Blue Terrier,Dog,0.0
76,134,Keeshond,Dog,0.0
77,133,Karelian Bear Dog,Dog,0.0
78,172,Pharaoh Hound,Dog,0.0
79,131,Jindo,Dog,0.0
80,174,Plott Hound,Dog,0.0
81,89,English Toy Spaniel,Dog,0.0
82,127,Italian Spinone,Dog,0.0
83,126,Italian Greyhound,Dog,0.0
84,177,Polish Lowland Sheepdog,Dog,0.0
85,180,Portuguese Water Dog,Dog,0.0
86,121,Illyrian Sheepdog,Dog,0.0
87,120,Ibizan Hound,Dog,0.0
88,175,Podengo Portugueso,Dog,0.0
89,79,Dogo Argentino,Dog,0.0
90,87,English Shepherd,Dog,0.0
91,230,Welsh Terrier,Dog,0.0
92,55,Catahoula Leopard Dog,Dog,0.0
93,54,Carolina Dog,Dog,0.0
94,53,Cane Corso Mastiff,Dog,0.0
95,52,Canaan Dog,Dog,0.0
96,51,Cairn Terrier,Dog,0.0
97,86,English Setter,Dog,0.0
98,229,Welsh Springer Spaniel,Dog,0.0
99,48,Brussels Griffon,Dog,0.0
100,47,Brittany Spaniel,Dog,0.0
101,46,Briard,Dog,0.0
102,45,Boykin Spaniel,Dog,0.0
103,43,Bouvier des Flanders,Dog,0.0
104,57,Caucasian Sheepdog (Caucasian Ovtcharka),Dog,0.0
105,41,Borzoi,Dog,0.0
106,235,Wire Fox Terrier,Dog,0.0
107,38,Bolognese,Dog,0.0
108,236,Wire-haired Pointing Griffon,Dog,0.0
109,238,Xoloitzcuintle/Mexican Hairless,Dog,0.0
110,255,Canadian Hairless,Cat,0.0
111,258,Chinchilla,Cat,0.0
112,259,Cornish Rex,Cat,0.0
113,261,Devon Rex,Cat,0.0
114,275,LaPerm,Cat,0.0
