rank,breed_id,breed_name,type,loading
1,109,Golden Retriever,Dog,0.707816
2,179,Poodle,Dog,0.414713
3,205,Shih Tzu,Dog,0.276281
4,285,Persian,Cat,0.097873
5,292,Siamese,Cat,0.084197
6,299,Tabby,Cat,0.081095
7,307,Mixed Breed,Dog,0.078931
8,264,Domestic Long Hair,Cat,0.076467
9,266,Domestic Short Hair,Cat,0.07616
10,265,Domestic Medium Hair,Cat,0.071404
11,141,Labrador Retriever,Dog,0.01505
12,218,Terrier,Dog,0.01426
13,195,Schnauzer,Dog,0.008835
14,212,Spaniel,Dog,0.004502
15,202,Shepherd,Dog,0.003942
16,97,Flat-coated Retriever,Dog,0.00293
17,237,Wirehaired Terrier,Dog,0.00293
18,24,Belgian Shepherd Dog Sheepdog,Dog,0.002868
19,130,Japanese Chin,Dog,0.002015
20,169,Pekingese,Dog,0.001012
21,231,West Highland White Terrier Westie,Dog,0.000654
22,167,Papillon,Dog,0.000256
23,291,Selkirk Rex,Cat,0.000119
24,239,Yellow Labrador Retriever,Dog,8.7e-05
25,286,Pixie-Bob,Cat,1.9e-05
26,32,Black Mouth Cur,Dog,1.9e-05
27,224,Toy Fox Terrier,Dog,1.9e-05
28,302,Torbie,Cat,1.7e-05
29,88,English Springer Spaniel,Dog,1.3e-05
30,176,Pointer,Dog,1.3e-05
31,197,Scottish Terrier Scottie,Dog,1.3e-05
32,71,Coonhound,Dog,1.3e-05
33,14,Australian Cattle Dog/Blue Heeler,Dog,1.3e-05
34,210,Smooth Fox Terrier,Dog,6e-06
35,81,Dutch Shepherd,Dog,6e-06
36,104,German Shorthaired Pointer,Dog,6e-06
37,64,Chocolate Labrador Retriever,Dog,6e-06
38,85,English Pointer,Dog,6e-06
39,93,Field Spaniel,Dog,6e-06
40,123,Irish Terrier,Dog,6e-06
41,40,Border Terrier,Dog,6e-06
42,36,Bluetick Coonhound,Dog,6e-06
43,12,Anatolian Shepherd,Dog,0.0
44,13,Appenzell Mountain Dog,Dog,0.0
45,8,American Eskimo Dog,Dog,0.0
46,29,Bichon Frise,Dog,0.0
47,28,Bernese Mountain Dog,Dog,0.0
48,35,Blue Lacy,Dog,0.0
49,38,Bolognese,Dog,0.0
50,41,Borzoi,Dog,0.0
51,43,Bouvier des Flanders,Dog,0.0
52,45,Boykin Spaniel,Dog,0.0
53,46,Briard,Dog,0.0
54,48,Brussels Griffon,Dog,0.0
55,54,Carolina Dog,Dog,0.0
56,57,Caucasian Sheepdog (Caucasian Ovtcharka),Dog,0.0
57,55,Catahoula Leopard Dog,Dog,0.0
58,63,Chinook,Dog,0.0
59,62,Chinese Foo Dog,Dog,0.0
60,59,Chesapeake Bay Retriever,Dog,0.0
61,73,Coton de Tulear,Dog,0.0
62,127,Italian Spinone,Dog,-0.0
63,118,Hovawart,Dog,-0.0
64,194,Schipperke,Dog,-0.0
65,138,Komondor,Dog,-0.0
66,113,Greater Swiss Mountain Dog,Dog,-0.0
67,137,Klee Kai,Dog,-0.0
68,136,Kishu,Dog,-0.0
69,116,Havanese,Dog,-0.0
70,135,Kerry Blue Terrier,Dog,-0.0
71,133,Karelian Bear Dog,Dog,-0.0
72,134,Keeshond,Dog,-0.0
73,120,Ibizan Hound,Dog,-0.0
74,121,Illyrian Sheepdog,Dog,-0.0
75,131,Jindo,Dog,-0.0
76,124,Irish Water Spaniel,Dog,-0.0
77,198,Sealyham Terrier,Dog,-0.0
78,196,Scottish Deerhound,Dog,-0.0
79,126,Italian Greyhound,Dog,-0.0
80,140,Kyi Leo,Dog,-0.0
81,183,Puli,Dog,-0.0
82,142,Lakeland Terrier,Dog,-0.0
83,160,Norwegian Buhund,Dog,-0.0
84,174,Plott Hound,Dog,-0.0
85,177,Polish Lowland Sheepdog,Dog,-0.0
86,172,Pharaoh Hound,Dog,-0.0
87,171,Petit Basset Griffon Vendeen,Dog,-0.0
88,170,Peruvian Inca Orchid,Dog,-0.0
89,6,Alaskan Malamute,Dog,-0.0
90,168,Patterdale Terrier (Fell Terrier),Dog,-0.0
91,166,Otterhound,Dog,-0.0
92,164,Nova Scotia Duck-Tolling Retriever,Dog,-0.0
93,163,Norwich Terrier,Dog,-0.0
94,162,Norwegian Lundehund,Dog,-0.0
95,161,Norwegian Elkhound,Dog,-0.0
96,180,Portuguese Water Dog,Dog,-0.0
97,193,Sarplaninac,Dog,-0.0
98,158,Newfoundland Dog,Dog,-0.0
99,157,New Guinea Singing Dog,Dog,-0.0
100,156,Neapolitan Mastiff,Dog,-0.0
101,181,Presa Canario,Dog,-0.0
102,153,Mountain Cur,Dog,-0.0
103,208,Skye Terrier,Dog,-0.0
104,151,McNab,Dog,-0.0
105,184,Pumi,Dog,-0.0
106,149,Maremma Sheepdog,Dog,-0.0
107,186,Redbone Coonhound,Dog,-0.0
108,191,Saluki,Dog,-0.0
109,144,Leonberger,Dog,-0.0
110,112,Great Pyrenees,Dog,-0.0
111,175,Podengo Portugueso,Dog,-0.0
112,110,Gordon Setter,Dog,-0.0
113,87,English Shepherd,Dog,-0.0
114,84,English Coonhound,Dog,-0.0
115,220,Tibetan Mastiff,Dog,-0.0
116,221,Tibetan Spaniel,Dog,-0.0
117,80,Dogue de Bordeaux,Dog,-0.0
118,79,Dogo Argentino,Dog,-0.0
119,275,LaPerm,Cat,-0.0
120,77,Dandi Dinmont Terrier,Dog,-0.0
121,223,Tosa Inu,Dog,-0.0
122,261,Devon Rex,Cat,-0.0
123,225,Treeing Walker Coonhound,Dog,-0.0
124,226,Vizsla,Dog,-0.0
125,229,Welsh Springer Spaniel,Dog,-0.0
126,230,Welsh Terrier,Dog,-0.0
127,259,Cornish Rex,Cat,-0.0
128,235,Wire Fox Terrier,Dog,-0.0
129,236,Wire-haired Pointing Griffon,Dog,-0.0
130,27,Belgian Shepherd Tervuren,Dog,-0.0
131,238,Xoloitzcuintle/Mexican Hairless,Dog,-0.0
132,255,Canadian Hairless,Cat,-0.0
133,34,Bloodhound,Dog,-0.0
134,33,Black Russian Terrier,Dog,-0.0
135,86,English Setter,Dog,-0.0
136,222,Tibetan Terrier,Dog,-0.0
137,89,English Toy Spaniel,Dog,-0.0
138,211,South Russian Ovtcharka,Dog,-0.0
139,91,Eskimo Dog,Dog,-0.0
140,92,Feist,Dog,-0.0
141,107,Giant Schnauzer,Dog,-0.0
142,94,Fila Brasileiro,Dog,-0.0
143,95,Finnish Lapphund,Dog,-0.0
144,219,Thai Ridgeback,Dog,-0.0
145,106,German Wirehaired Pointer,Dog,-0.0
146,209,Sloughi,Dog,-0.0
147,258,Chinchilla,Cat,-0.0
148,90,Entlebucher,Dog,-0.0
149,216,Sussex Spaniel,Dog,-0.0
150,101,Galgo Spanish Greyhound,Dog,-0.0
151,74,Curly-Coated Retriever,Dog,-0.0
152,68,Cockapoo,Dog,-0.0
153,67,Clumber Spaniel,Dog,-0.0
