rank,breed_id,breed_name,type,loading
1,292,Siamese,Cat,0.909245
2,264,Domestic Long Hair,Cat,0.179735
3,285,Persian,Cat,0.124515
4,307,Mixed Breed,Dog,0.100362
5,299,Tabby,Cat,0.083624
6,266,Domestic Short Hair,Cat,0.063837
7,265,Domestic Medium Hair,Cat,0.052394
8,252,Burmese,Cat,0.021093
9,247,Bengal,Cat,0.014189
10,276,Maine Coon,Cat,0.0112
11,246,Balinese,Cat,0.009472
12,271,Himalayan,Cat,0.00672
13,296,Snowshoe,Cat,0.00386
14,284,Oriental Tabby,Cat,0.003284
15,302,Torbie,Cat,0.002303
16,270,Havana,Cat,0.001914
17,294,Silver,Cat,0.001264
18,267,Egyptian Mau,Cat,0.001264
19,268,Exotic Shorthair,Cat,0.000939
20,239,Yellow Labrador Retriever,Dog,0.000575
21,117,Hound,Dog,0.000181
22,32,Black Mouth Cur,Dog,0.000129
23,224,Toy Fox Terrier,Dog,0.000129
24,291,Selkirk Rex,Cat,0.000114
25,14,Australian Cattle Dog/Blue Heeler,Dog,8.6e-05
26,71,Coonhound,Dog,8.6e-05
27,176,Pointer,Dog,8.6e-05
28,197,Scottish Terrier Scottie,Dog,8.6e-05
29,88,English Springer Spaniel,Dog,8.6e-05
30,278,Munchkin,Cat,8e-05
31,263,Dilute Tortoiseshell,Cat,7.3e-05
32,210,Smooth Fox Terrier,Dog,4.3e-05
33,81,Dutch Shepherd,Dog,4.3e-05
34,123,Irish Terrier,Dog,4.3e-05
35,36,Bluetick Coonhound,Dog,4.3e-05
36,40,Border Terrier,Dog,4.3e-05
37,64,Chocolate Labrador Retriever,Dog,4.3e-05
38,93,Field Spaniel,Dog,4.3e-05
39,85,English Pointer,Dog,4.3e-05
40,104,German Shorthaired Pointer,Dog,4.3e-05
41,9,American Hairless Terrier,Dog,0.0
42,8,American Eskimo Dog,Dog,0.0
43,27,Belgian Shepherd Tervuren,Dog,0.0
44,28,Bernese Mountain Dog,Dog,0.0
45,29,Bichon Frise,Dog,0.0
46,30,Black and Tan Coonhound,Dog,0.0
47,133,Karelian Bear Dog,Dog,-0.0
48,127,Italian Spinone,Dog,-0.0
49,134,Keeshond,Dog,-0.0
50,135,Kerry Blue Terrier,Dog,-0.0
51,131,Jindo,Dog,-0.0
52,136,Kishu,Dog,-0.0
53,211,South Russian Ovtcharka,Dog,-0.0
54,216,Sussex Spaniel,Dog,-0.0
55,219,Thai Ridgeback,Dog,-0.0
56,126,Italian Greyhound,Dog,-0.0
57,124,Irish Water Spaniel,Dog,-0.0
58,138,Komondor,Dog,-0.0
59,121,Illyrian Sheepdog,Dog,-0.0
60,120,Ibizan Hound,Dog,-0.0
61,220,Tibetan Mastiff,Dog,-0.0
62,118,Hovawart,Dog,-0.0
63,116,Havanese,Dog,-0.0
64,221,Tibetan Spaniel,Dog,-0.0
65,222,Tibetan Terrier,Dog,-0.0
66,113,Greater Swiss Mountain Dog,Dog,-0.0
67,112,Great Pyrenees,Dog,-0.0
68,223,Tosa Inu,Dog,-0.0
69,110,Gordon Setter,Dog,-0.0
70,137,Klee Kai,Dog,-0.0
71,142,Lakeland Terrier,Dog,-0.0
72,209,Sloughi,Dog,-0.0
73,168,Patterdale Terrier (Fell Terrier),Dog,-0.0
74,162,Norwegian Lundehund,Dog,-0.0
75,163,Norwich Terrier,Dog,-0.0
76,164,Nova Scotia Duck-Tolling Retriever,Dog,-0.0
77,184,Pumi,Dog,-0.0
78,166,Otterhound,Dog,-0.0
79,183,Puli,Dog,-0.0
80,181,Presa Canario,Dog,-0.0
81,140,Kyi Leo,Dog,-0.0
82,170,Peruvian Inca Orchid,Dog,-0.0
83,171,Petit Basset Griffon Vendeen,Dog,-0.0
84,172,Pharaoh Hound,Dog,-0.0
85,180,Portuguese Water Dog,Dog,-0.0
86,174,Plott Hound,Dog,-0.0
87,175,Podengo Portugueso,Dog,-0.0
88,161,Norwegian Elkhound,Dog,-0.0
89,160,Norwegian Buhund,Dog,-0.0
90,186,Redbone Coonhound,Dog,-0.0
91,158,Newfoundland Dog,Dog,-0.0
92,157,New Guinea Singing Dog,Dog,-0.0
93,156,Neapolitan Mastiff,Dog,-0.0
94,191,Saluki,Dog,-0.0
95,193,Sarplaninac,Dog,-0.0
96,153,Mountain Cur,Dog,-0.0
97,194,Schipperke,Dog,-0.0
98,151,McNab,Dog,-0.0
99,196,Scottish Deerhound,Dog,-0.0
100,149,Maremma Sheepdog,Dog,-0.0
101,198,Sealyham Terrier,Dog,-0.0
102,144,Leonberger,Dog,-0.0
103,106,German Wirehaired Pointer,Dog,-0.0
104,208,Skye Terrier,Dog,-0.0
105,107,Giant Schnauzer,Dog,-0.0
106,229,Welsh Springer Spaniel,Dog,-0.0
107,225,Treeing Walker Coonhound,Dog,-0.0
108,73,Coton de Tulear,Dog,-0.0
