rank,breed_id,breed_name,type,loading
1,213,Spitz,Dog,0.822956
2,254,Calico,Cat,0.423685
3,179,Poodle,Dog,0.074512
4,109,Golden Retriever,Dog,0.053214
5,205,Shih Tzu,Dog,0.038984
6,292,Siamese,Cat,0.034757
7,264,Domestic Long Hair,Cat,0.029124
8,299,Tabby,Cat,0.027851
9,152,Miniature Pinscher,Dog,0.026866
10,285,Persian,Cat,0.026536
11,266,Domestic Short Hair,Cat,0.026438
12,307,Mixed Breed,Dog,0.02386
13,265,Domestic Medium Hair,Cat,0.022851
14,119,Husky,Dog,0.015485
15,141,Labrador Retriever,Dog,0.014247
16,218,Terrier,Dog,0.014173
17,303,Tortoiseshell,Cat,0.012592
18,178,Pomeranian,Dog,0.009812
19,39,Border Collie,Dog,0.009707
20,201,Sheep Dog,Dog,0.005871
21,69,Cocker Spaniel,Dog,0.005181
22,70,Collie,Dog,0.004717
23,200,Shar Pei,Dog,0.003591
24,251,British Shorthair,Cat,0.002186
25,206,Siberian Husky,Dog,0.000948
26,130,Japanese Chin,Dog,0.000283
27,33,Black Russian Terrier,Dog,0.0
28,9,American Hairless Terrier,Dog,0.0
29,34,Bloodhound,Dog,0.0
30,43,Bouvier des Flanders,Dog,0.0
31,48,Brussels Griffon,Dog,0.0
32,51,Cairn Terrier,Dog,0.0
33,53,Cane Corso Mastiff,Dog,0.0
34,54,Carolina Dog,Dog,0.0
35,55,Catahoula Leopard Dog,Dog,0.0
36,66,Cirneco dell'Etna,Dog,0.0
37,67,Clumber Spaniel,Dog,0.0
38,68,Cockapoo,Dog,0.0
39,74,Curly-Coated Retriever,Dog,0.0
40,101,Galgo Spanish Greyhound,Dog,0.0
41,121,Illyrian Sheepdog,Dog,0.0
42,170,Peruvian Inca Orchid,Dog,0.0
43,171,Petit Basset Griffon Vendeen,Dog,0.0
44,133,Karelian Bear Dog,Dog,0.0
45,172,Pharaoh Hound,Dog,0.0
46,131,Jindo,Dog,0.0
47,181,Presa Canario,Dog,0.0
48,174,Plott Hound,Dog,0.0
49,127,Italian Spinone,Dog,0.0
50,126,Italian Greyhound,Dog,0.0
51,124,Irish Water Spaniel,Dog,0.0
52,120,Ibizan Hound,Dog,0.0
53,211,South Russian Ovtcharka,Dog,0.0
54,216,Sussex Spaniel,Dog,0.0
55,118,Hovawart,Dog,0.0
56,177,Polish Lowland Sheepdog,Dog,0.0
57,116,Havanese,Dog,0.0
58,208,Skye Terrier,Dog,0.0
59,113,Greater Swiss Mountain Dog,Dog,0.0
60,112,Great Pyrenees,Dog,0.0
61,209,Sloughi,Dog,0.0
62,110,Gordon Setter,Dog,0.0
63,107,Giant Schnauzer,Dog,0.0
64,106,German Wirehaired Pointer,Dog,0.0
65,175,Podengo Portugueso,Dog,0.0
66,160,Norwegian Buhund,Dog,0.0
67,158,Newfoundland Dog,Dog,0.0
68,134,Keeshond,Dog,0.0
69,157,New Guinea Singing Dog,Dog,0.0
70,161,Norwegian Elkhound,Dog,0.0
71,156,Neapolitan Mastiff,Dog,0.0
72,191,Saluki,Dog,0.0
